emp_no,first_name,last_name,salary,salary_from_dt,title
261901,Richara,Covnot,40000,1988-02-21,Senior Engineer
261904,Gurbir,Raczkowsky,40000,1986-04-01,Senior Engineer
261912,Pranjal,Ghalwash,40000,1985-05-20,Senior Staff
261987,Sanjoy,Kushner,40000,1988-03-28,Senior Staff
262003,Xuejia,Werthner,62722,1985-12-05,Senior Staff
262027,Georg,Schauser,59202,1988-09-11,Senior Engineer
262105,Heeju,Perly,89631,1999-03-29,Senior Staff
262035,Clyde,Streng,40000,1988-10-21,Senior Engineer
262116,Shunichi,Swift,46098,1999-06-26,Senior Engineer
262041,Eckart,Valette,40000,1993-06-24,Senior Engineer
262132,Genevieve,Lichtman,45832,1996-04-15,Senior Engineer
262141,Bartek,Kilgour,40000,1985-06-07,Senior Engineer
262043,Jasminko,Schrooten,62260,1993-09-22,Senior Engineer
262047,Aksel,Thibadeau,67633,1985-05-07,Senior Engineer
262168,Youjian,Pews,63842,1985-11-27,Senior Staff
262051,Martien,Cummings,40000,1985-05-28,Senior Engineer
262178,Stein,Dalphin,40000,1997-05-30,Engineer
262184,Trygve,Farrel,55886,1985-06-29,Senior Engineer
262053,Hailing,Colorni,64539,1985-10-29,Senior Engineer
262190,Marin,Hofman,40000,1993-09-10,Senior Staff
262057,Dinah,Bojadziev,65644,1999-06-17,Staff
262080,Rosine,Validov,40000,1997-05-02,Engineer
262212,Evgueni,Clouatre,63535,1995-05-01,Senior Engineer
262216,Ennio,Auria,76452,1996-07-04,Senior Staff
262384,Angus,Msuda,52172,1991-02-11,Senior Engineer
262243,Qunsheng,Buchter,52779,1985-07-28,Senior Staff
262260,Ishfaq,Lund,44838,1998-10-06,Senior Engineer
262271,Martina,Maliniak,40000,1995-09-25,Engineer
262273,Yakkov,Guting,40000,1987-10-29,Senior Staff
262292,Hyuckchul,Cardazo,54794,1994-06-28,Staff
262296,Harngdar,Rindone,49136,1989-08-18,Senior Engineer
262304,Izaskun,Schwartzburd,40000,1987-12-24,Senior Engineer
262319,Mooi,Barreiro,42427,1990-11-27,Technique Leader
262323,Sugwoo,Rodiger,40000,1994-02-09,Senior Engineer
262325,Zejun,Luit,40000,1986-07-21,Senior Engineer
262333,Fayez,Haumacher,45360,1988-01-11,Senior Engineer
262340,Zengping,Deverell,49501,1988-01-15,Senior Staff
262348,Aksel,Frezza,53824,1988-01-04,Senior Staff
262362,Arnd,Birge,44485,1986-03-09,Senior Engineer
262368,Shir,Masamoto,79115,1990-03-21,Senior Staff
262371,Ute,Weedman,60052,1996-01-04,Senior Engineer
262373,Sahrah,Koblitz,60678,1986-08-05,Senior Engineer
262526,Shaunak,Mateescu,40000,1997-06-14,Senior Staff
262392,Teiji,Majewski,46924,1987-05-02,Senior Engineer
262550,Masako,Baranowski,77233,1987-05-17,Senior Staff
262557,Rosalie,Barriga,54613,1988-10-15,Senior Staff
262397,Marin,Kobara,59375,1985-07-29,Senior Engineer
262566,Rafols,Ladret,40000,1988-04-07,Senior Engineer
262572,Xiaobin,Srimani,81779,1990-10-22,Senior Staff
262428,Changho,Gerlach,70301,1986-05-19,Senior Staff
262591,Vivian,Ramalingam,65364,1990-11-18,Senior Staff
262608,Aria,Pfau,40000,1991-11-10,Senior Engineer
262611,Georgy,Nitsche,49642,1996-11-24,Engineer
262625,Gopalakrishnan,Streit,40000,1988-06-13,Senior Staff
262451,Baoqiu,Pokrovskii,40000,1997-07-01,Assistant Engineer
262635,Marit,Syrzycki,88266,1988-04-27,Senior Staff
262645,Martins,Ranum,43537,1998-04-23,Staff
262457,Stein,Collavizza,40000,1998-04-30,Engineer
262478,Otilia,Pargas,59344,1985-10-06,Senior Staff
262663,Fumino,Riexinger,42308,1994-05-28,Senior Staff
262673,Kazuhira,Wixon,40000,1996-10-27,Engineer
262485,Tsvetan,Danecki,40000,1996-05-04,Assistant Engineer
262677,Eishiro,Zumaque,72416,1985-03-02,Senior Staff
262679,Sahrah,Gyimothy,62733,1987-12-21,Senior Engineer
262486,Pranas,Farrow,40000,1985-04-26,Senior Engineer
262498,Navin,Sluis,40000,1987-01-30,Senior Staff
262696,Mart,Setlzner,70505,1988-01-11,Technique Leader
262700,Ishfaq,Sooriamurthi,40000,1997-01-03,Engineer
262709,Parto,Cmelik,62180,1986-11-03,Senior Staff
262505,Shahab,Peris,47541,1993-03-08,Senior Engineer
262715,Boaz,Montresor,40000,1989-10-14,Senior Engineer
262725,Miyeon,Schiettecatte,40026,1986-07-24,Senior Engineer
262736,Maris,Waschkowski,49779,1996-10-26,Assistant Engineer
262506,Masamitsu,Fordan,71802,1985-10-24,Senior Staff
262511,Fatemeh,Jansen,44780,1999-02-25,Engineer
262755,Arunachalam,Collette,44314,1992-08-15,Senior Engineer
262766,Hauke,Meszaros,54082,1998-06-18,Senior Staff
262516,Kayoko,Nilsson,56925,1986-01-13,Senior Engineer
262814,Vasiliy,Coullard,40000,1986-10-04,Senior Engineer
262790,Supot,Compeau,40000,1988-09-08,Senior Staff
262801,Aamer,Krider,40000,1994-08-15,Senior Engineer
262844,Jovan,Capobianchi,44975,1995-03-18,Staff
262953,Maha,Feldmann,58092,1988-12-19,Senior Engineer
262975,Suvo,Lanphier,52832,1986-08-29,Senior Engineer
262856,Yinghua,Jarecki,40000,1985-06-09,Senior Engineer
262993,Guttorm,Danley,40000,1993-06-03,Senior Staff
263000,Mayuko,Bale,48050,1989-07-04,Senior Staff
263001,Gennady,Versino,40000,1985-09-11,Senior Engineer
263002,Ramzi,Bernatsky,52819,1986-12-05,Senior Staff
262866,Poorav,Morrow,54603,1994-01-04,Engineer
263025,Idoia,Ginneken,77660,1992-11-07,Senior Staff
262868,Arnould,Seiwald,77200,1991-03-15,Senior Staff
263028,Kazuhiko,Homond,85715,1994-07-20,Senior Engineer
262879,Mostafa,Zedlitz,56954,1988-08-28,Senior Engineer
263039,Susuma,Egerstedt,40000,1987-01-28,Senior Engineer
263056,Kasidit,Vanwelkenhuysen,44195,1987-09-22,Senior Staff
263057,Shigenori,Yeung,40000,1985-07-18,Senior Staff
262882,Hatsukazu,Erdi,40000,1997-01-05,Senior Engineer
263061,Xiaobin,Jenevein,65580,1994-04-21,Senior Staff
263062,Berto,Piancastelli,55805,1985-08-14,Senior Engineer
263070,Subhrajyoti,Raney,40000,1996-06-26,Engineer
262894,Mara,Gajiwala,59148,1987-02-03,Senior Staff
263074,Masadi,Schapire,40000,1987-09-13,Senior Engineer
262900,IEEE,Egerstedt,54674,1987-06-15,Engineer
263082,Bluma,Roisin,52476,1988-12-02,Senior Staff
262902,Wayne,Guting,58149,1999-06-27,Staff
263084,Subhrajyoti,Ranai,61053,1999-05-04,Engineer
263088,Xianlong,Undy,41440,1994-07-31,Senior Staff
262903,Geoff,Pettit,40000,1993-07-10,Senior Engineer
262919,Naftali,Gist,45859,1993-10-01,Senior Staff
263111,Arup,Avouris,48157,1988-03-20,Senior Engineer
263112,Zhiwei,Angelopoulos,64086,1987-10-07,Senior Engineer
263116,Baziley,Jullig,46314,1986-09-04,Technique Leader
263122,Hyuckchul,Ranai,62522,1998-11-10,Engineer
263124,Chinya,Bellmore,71558,1989-09-12,Senior Staff
263126,Berry,Hinsberger,41022,1988-08-06,Senior Staff
263130,Haldun,Grandbois,40000,1986-09-19,Senior Engineer
262934,Breannda,Gini,40000,1988-02-07,Senior Engineer
263140,Abdulla,Iisaku,76277,1992-01-06,Senior Staff
263141,Niclas,Stavenow,40000,1985-10-31,Senior Staff
263142,Masaki,Linares,72840,1985-02-24,Senior Staff
263143,Berhard,Baca,51619,1997-11-17,Engineer
263147,Fumiya,Broomell,50029,1996-04-09,Senior Engineer
263234,Xiaocheng,Rassart,40000,1989-01-14,Senior Staff
263166,Iara,Salinas,55954,1988-09-07,Engineer
263169,Kamakshi,Schaad,54641,1988-01-15,Senior Staff
263174,Shen,Wielonsky,54976,1986-05-24,Engineer
263182,Yongmin,Garnham,40000,1985-11-16,Senior Engineer
263183,Giri,Awdeh,40000,1992-09-06,Senior Staff
263194,Ranan,Gini,40000,1996-08-31,Senior Engineer
263198,Sampalli,Genther,66043,1991-07-02,Senior Staff
263202,Adhemar,Lyonns,40000,1992-09-14,Senior Staff
263209,Howell,Schieder,40000,1985-02-08,Senior Engineer
263210,Atreyi,Hoppenstand,55735,1997-12-09,Engineer
263219,Hisao,Pokrovskii,54033,1989-08-03,Senior Engineer
263366,Ewing,Bolotov,64261,1987-10-12,Senior Engineer
263374,Arnould,Farrar,40000,1990-12-18,Technique Leader
263380,Haldon,Samarati,80829,1988-10-04,Senior Staff
263398,Rutger,Gente,43104,1996-08-29,Staff
263399,Mariangiola,Gils,61789,1999-09-15,Staff
263400,Mads,Solovay,41138,1993-11-10,Technique Leader
263429,Claudi,Kropf,45109,1987-07-08,Senior Staff
263440,Selwyn,Haumacher,40000,1988-05-30,Senior Staff
263448,Gopalakrishnan,Brodal,40000,1992-01-27,Senior Engineer
263456,Shichao,Nourani,40000,1996-10-03,Engineer
263461,Vugranam,Munro,40000,1998-04-16,Engineer
263462,Theron,Jarecki,40000,1985-05-02,Senior Staff
263471,Candida,Fiebach,56274,1988-01-27,Senior Engineer
263500,Sachio,Gyorkos,40000,1985-12-09,Senior Staff
263235,Elgin,Doering,41399,1986-04-04,Senior Engineer
263243,Amstein,Giveon,93759,1995-03-22,Senior Staff
263248,Jeong,Fiebach,70698,1988-11-19,Technique Leader
263510,Deniz,Bolotov,43008,1997-08-22,Engineer
263514,Mayuko,Lorie,40000,1991-07-08,Senior Engineer
263516,Youssef,Berendt,46623,1985-09-04,Senior Engineer
263517,Remko,Strandh,59277,1999-04-10,Staff
263270,Bedir,Sullins,40000,1988-10-04,Senior Engineer
263525,Reinhard,Baek,72233,1985-02-19,Senior Staff
263540,Dharmaraja,Cummings,40000,1986-08-14,Senior Engineer
263544,Kazuyasu,Baez,40000,1996-08-28,Senior Engineer
263274,Amalendu,Engberts,40000,1987-02-10,Senior Engineer
263551,KayLiang,Uhrik,70930,1992-06-10,Senior Staff
263282,Siddarth,Kranzdorf,65616,1987-09-01,Senior Staff
263569,Barun,Gips,43364,1992-04-29,Senior Staff
263573,Visit,Anguita,59935,1999-10-05,Engineer
263574,Teunis,Erie,68090,1999-07-19,Staff
263577,Ulf,Cullers,46240,1993-01-08,Senior Staff
263582,Froduald,Ruther,40000,1988-10-01,Senior Engineer
263583,Fun,Speel,40000,1985-12-20,Senior Engineer
263587,Suzette,Heydon,40000,1987-05-28,Technique Leader
263305,Arie,Luit,40000,1986-09-03,Senior Engineer
263590,Jinpo,Erev,45476,1986-08-31,Senior Engineer
263591,Parviz,Restivo,40000,1986-03-20,Senior Staff
263599,Fen,VanScheik,46170,1992-07-18,Senior Staff
263313,Mitsuyuki,Perko,68173,1987-04-30,Senior Engineer
263630,Ute,Terekhov,40000,1988-07-28,Senior Staff
263640,Gina,Alpin,48151,1998-08-05,Senior Engineer
263318,Kazuhisa,Muhling,58099,1998-05-11,Technique Leader
263335,Leah,Rullman,42865,1991-01-22,Senior Engineer
263646,Nathalie,Remmele,40000,1991-07-25,Senior Engineer
263647,Weidon,Hellwagner,40000,1986-04-12,Senior Engineer
263655,Florina,Stifter,40000,1985-03-29,Senior Staff
263349,Lucien,Naumovich,64768,1990-04-28,Technique Leader
263661,Luisa,Kaelbling,40000,1987-04-08,Senior Engineer
263354,Emdad,Caine,65045,1995-12-25,Staff
263360,Sanjeeva,Butterworth,62646,1987-08-04,Senior Staff
263790,Hauke,Christ,48624,1993-07-14,Senior Engineer
263713,Abdulla,Bashian,59364,1987-06-20,Senior Engineer
263714,Yagil,Kleiser,69107,1987-06-11,Senior Staff
263730,Huai,Frezza,40000,1987-09-08,Senior Engineer
263735,Magdalena,Siksek,57663,1991-07-28,Senior Staff
263738,Kazunori,Bressoud,44998,1991-07-13,Senior Engineer
263792,Brigham,Merel,40000,1988-10-18,Senior Engineer
263804,Takanari,Ellozy,40000,1985-11-01,Senior Engineer
263777,Janche,Oppitz,40000,1985-11-09,Senior Staff
263822,Seongbin,Ananiadou,42793,1988-04-27,Senior Engineer
263824,Yolla,Constantine,40000,1988-11-22,Senior Engineer
263829,Jagoda,Ohori,60195,1990-02-16,Senior Engineer
263927,Charlene,Zaccaria,55917,1988-06-22,Senior Engineer
263868,Chinhyun,Koprowski,73556,1989-04-07,Senior Staff
263940,Suebskul,Emmerich,63504,1996-07-13,Senior Staff
263947,Siamak,Markovitch,54821,1987-01-03,Senior Engineer
263952,Vincent,Joslin,40000,1988-07-13,Senior Staff
263953,Rosli,Oxman,40000,1996-03-11,Assistant Engineer
263956,Shaowen,Schmiedel,40000,1998-07-23,Engineer
263967,Pranav,Farrag,49994,1986-06-21,Senior Staff
263973,Armond,Vecchi,63751,1993-11-20,Senior Staff
263985,Tiina,Stifter,67700,1988-07-17,Senior Staff
263988,Licheng,Sinitsyn,66315,1988-12-24,Senior Staff
263879,Tianruo,Carrere,40000,1987-12-09,Senior Engineer
263993,Reinhold,Anick,44393,1997-05-20,Senior Engineer
263997,Gita,Begiun,65355,1990-01-11,Technique Leader
264004,Chiradeep,Compeau,40000,1998-04-24,Technique Leader
264013,Baziley,Stifter,95604,1997-09-07,Staff
264018,Djenana,Lorcy,46245,1993-01-10,Senior Staff
264019,Ulises,Barreiro,71030,1996-05-08,Senior Staff
263887,Pranas,Chinen,40000,1985-10-19,Senior Engineer
263892,Elzbieta,Dymetman,59707,1989-08-27,Senior Staff
264044,Gay,Kalloufi,40000,1989-05-27,Senior Engineer
263893,Masali,Dolinsky,40000,1987-08-21,Senior Staff
264057,Pranav,Cmelik,52158,1985-04-02,Senior Engineer
263913,Sampalli,Berstel,43960,1986-04-11,Senior Staff
263920,Pintsang,Gecsel,60182,1997-03-23,Senior Staff
264074,Martine,Serov,40000,1988-08-24,Senior Staff
263925,Poorav,Yamaashi,56727,1988-03-05,Senior Engineer
264081,Sadok,Feldmann,51144,1991-12-07,Senior Engineer
264083,Vojin,Acton,40000,1985-02-17,Senior Staff
264086,Aris,Deverell,69981,1996-10-10,Senior Staff
264087,Shridhar,Simkin,65097,1985-05-27,Senior Engineer
264096,Serenella,Valiente,52873,1995-01-27,Engineer
264207,Yinlin,Schwartzbauer,74668,1986-07-28,Senior Staff
264098,Sverrir,Rohrbach,40000,1998-12-19,Engineer
264099,Toshimitsu,Rettelbach,67158,1996-08-03,Senior Engineer
264105,Rasikan,Lichtman,62099,1996-01-03,Staff
264107,Shalesh,Chenney,40000,1993-03-19,Senior Staff
264122,Hyuckchul,Oppitz,43817,1987-03-04,Engineer
264125,Arnould,Thibadeau,95123,1991-04-27,Senior Staff
264126,Toshiki,Thimonier,71356,1993-05-09,Engineer
264128,Guangming,Suomi,90452,1986-02-21,Senior Staff
264212,Salvador,Lagarias,40000,1986-05-15,Senior Engineer
264138,Mara,Garrabrants,55633,1986-08-07,Senior Staff
264139,Stein,Schade,40000,1987-06-11,Senior Engineer
264144,Saeed,Cronin,80522,1986-12-01,Senior Staff
264150,Ziya,Hatcliff,59936,1987-03-20,Senior Staff
264151,Heather,Worfolk,78850,1985-10-11,Senior Staff
264161,Arun,Montemayor,40000,1997-06-07,Staff
264171,Kristinn,Angelopoulos,52295,1996-01-24,Staff
264174,Jianwen,Brizzi,56167,1987-09-26,Senior Engineer
264188,Tonia,Marquardt,45073,1991-05-31,Senior Engineer
264190,Limsoon,Schaap,60119,1988-11-13,Senior Staff
264193,Gererd,Desikan,79937,1997-02-28,Staff
264194,Aral,Merey,68609,1986-03-30,Senior Staff
264198,Richard,Siprelle,49761,1986-12-05,Senior Engineer
264200,Almudena,Koblick,40000,1999-06-20,Senior Engineer
264201,Karlis,Mahmud,56526,1994-02-20,Technique Leader
264354,Sreekrishna,Lamparter,40000,1988-09-23,Senior Staff
264356,Niteen,McAlpine,63556,1991-12-07,Senior Engineer
264361,Ferdinand,Kambil,40000,1985-06-20,Senior Engineer
264383,Freyja,Krohn,51371,1996-11-07,Technique Leader
264390,Abdelghani,Waeselynck,91248,1986-03-15,Senior Staff
264397,Samphel,Homond,55581,1986-07-22,Senior Engineer
264403,Jeane,Barinka,50391,1987-11-23,Senior Engineer
264415,Uzi,Furudate,59936,1985-11-07,Senior Engineer
264218,Baruch,Rosch,40000,1994-02-24,Senior Staff
264428,JiYoung,McFarlin,40000,1999-07-12,Senior Engineer
264434,Mizuhito,Ghelli,50456,1986-08-21,Senior Staff
264234,Rayond,Benzaken,40000,1995-01-09,Senior Engineer
264441,Horward,Sinitsyn,40000,1986-10-02,Senior Engineer
264446,Katsuo,Kroha,56131,1985-04-06,Senior Engineer
264454,Hsiangchu,Hatcliff,45045,1988-01-23,Senior Engineer
264456,Muzhong,Rando,44193,1985-06-23,Senior Staff
264459,Wilmer,Baca,42778,1998-04-16,Engineer
264461,Ewing,Jording,40000,1992-11-16,Engineer
264236,Sadun,Papsdorf,57574,1986-11-14,Senior Engineer
264477,Sigeru,Orsini,41408,1986-01-04,Technique Leader
264241,Shin,Chvatal,55578,1986-05-12,Senior Staff
264247,Herbert,Rotem,45138,1989-11-23,Senior Engineer
264250,Shmuel,Fasbender,40000,1986-01-22,Senior Engineer
264267,Conrado,Chappelet,40000,1987-01-22,Senior Engineer
264492,Ebru,Harllee,67776,1988-01-09,Technique Leader
264494,Yolla,Itzfeldt,74749,1987-04-14,Senior Staff
264495,Manibrata,Cyre,45279,1988-07-28,Senior Engineer
264506,Parke,Kalefeld,42530,1992-02-16,Senior Engineer
264507,Barna,Brender,64972,1993-11-02,Senior Engineer
264513,Kazuhira,Kugler,57840,1993-06-16,Senior Engineer
264280,Mohua,Lienhardt,59767,1998-01-05,Assistant Engineer
264535,Gunilla,Ashish,40000,1986-07-11,Senior Engineer
264543,Marsal,Kroll,67535,1987-04-05,Senior Staff
264545,Mani,Panwar,46760,1989-11-09,Senior Staff
264546,Branimir,Perl,72582,1987-12-25,Senior Staff
264281,Heather,Halloran,65364,1987-11-29,Senior Engineer
264559,Kiyotoshi,Mundy,40000,1986-01-29,Senior Engineer
264292,Boguslaw,Frolund,60054,1998-08-18,Engineer
264565,Berthier,Willoner,40000,1991-01-26,Senior Staff
264580,Valeri,Rosis,40000,1986-09-22,Senior Engineer
264306,Xiaobin,Curless,40000,1989-08-25,Senior Staff
264587,Flemming,Herbst,61064,1991-08-01,Senior Staff
264592,Margo,Pero,40000,1993-10-04,Senior Engineer
264311,Christoper,Muniz,42966,1985-04-27,Senior Engineer
264618,Kazuyasu,Mahnke,52713,1994-08-15,Senior Staff
264327,Kristen,Speer,56049,1987-02-14,Senior Engineer
264629,Guiseppe,Herbst,53770,1999-11-20,Senior Staff
264334,Kenroku,Penttonen,50698,1995-07-10,Senior Engineer
264633,Aral,Lichtman,63966,1985-11-28,Senior Engineer
264636,Kwangsub,Stassinopoulos,50476,1987-05-06,Senior Staff
264638,Kolar,Melter,86908,1988-06-10,Senior Staff
264647,Yannik,Rothenberg,54193,1990-05-31,Senior Engineer
264649,Kwee,Benantar,82054,1992-03-23,Senior Staff
264338,Luerbio,Garigliano,40000,1995-12-15,Senior Engineer
264662,Zhonghui,Yetim,46982,1987-02-24,Senior Engineer
264663,Martial,Stenning,46060,1993-10-09,Senior Engineer
264345,Foong,Moffat,53344,1986-06-12,Senior Engineer
264667,Uwe,Mitsuhashi,48067,1994-04-20,Senior Staff
264670,Dinkar,Ferretti,47463,1996-03-24,Senior Staff
264680,Zissis,Businaro,55659,1988-01-30,Senior Staff
264775,Kristine,Azadmanesh,40000,1988-09-14,Senior Staff
264689,Sangeeta,Rajcani,40000,1991-06-03,Senior Engineer
264690,Venkatesan,Sewelson,40000,1987-09-10,Technique Leader
264699,Remmert,Usery,40000,1993-11-22,Senior Engineer
264703,Temple,Genther,50268,1986-06-18,Senior Engineer
264717,Adel,McConalogue,40000,1993-01-05,Senior Engineer
264724,Babette,Baig,73414,1986-11-11,Senior Engineer
264728,Izaskun,Setia,46302,1986-06-06,Senior Engineer
264731,Hitofumi,Kriebel,54517,1999-03-01,Engineer
264786,Xinglin,Riefers,63505,1989-01-30,Senior Staff
264748,Qiwen,Penttonen,86261,1987-03-06,Senior Staff
264752,Juichirou,Syrotiuk,40000,1988-11-10,Senior Engineer
264798,Kristine,Bennet,40000,1987-06-10,Senior Engineer
264800,Ymte,Collavizza,66798,1988-01-17,Senior Staff
264802,Bluma,Kroll,46915,1987-05-21,Senior Engineer
264813,Jeanna,Reutenauer,40000,1987-01-22,Senior Staff
264929,Yuichiro,Esteva,92626,1997-02-07,Staff
264932,Abdulah,Valiente,40000,1995-07-30,Staff
264935,Kristinn,Rissland,42087,1985-04-04,Senior Staff
264937,Mang,Chachaty,75972,1996-12-21,Senior Staff
264830,Heng,Denti,55418,1987-10-11,Senior Staff
264945,Baoqiu,Salinas,40000,1987-08-12,Senior Engineer
264948,Fay,Litzkow,55408,1985-07-31,Senior Engineer
264951,Jagoda,Brobst,69701,1985-08-07,Senior Staff
264952,Jahangir,Narlikar,53731,1995-08-08,Assistant Engineer
264953,Rafael,Dredge,64111,1991-02-09,Senior Staff
264954,Naftali,McClure,69956,1988-04-28,Technique Leader
264955,Souichi,Muniz,59422,1985-08-16,Senior Staff
264968,Collette,Farrel,46786,1985-10-29,Senior Engineer
264842,Valeri,Asrin,40000,1986-08-22,Senior Engineer
264984,Pranav,Birdsall,40000,1986-01-15,Senior Staff
264846,Dinah,Reeken,40000,1988-09-10,Senior Engineer
264994,Gou,Brender,40000,1985-08-05,Senior Staff
264996,Gian,Avouris,40000,1995-07-22,Technique Leader
264848,Gino,Fandrianto,46133,1986-04-01,Senior Engineer
265020,Jiafu,Setia,40000,1997-01-28,Senior Staff
265021,Demos,Escriba,50139,1989-08-06,Senior Engineer
265022,Ayakannu,Erni,40000,1990-01-18,Senior Engineer
265040,Yuping,Choobineh,79189,1986-05-24,Senior Engineer
265060,Ortrud,Serot,40615,1997-11-26,Technique Leader
265068,Weidon,Bernardinello,53576,1989-08-07,Senior Staff
265105,Ronnie,Capobianchi,40519,1987-06-06,Senior Staff
265115,Heekeun,Plavsic,81873,1995-02-21,Senior Engineer
265124,Aemilian,Panienski,45708,1991-06-25,Senior Staff
265131,Naftaly,Bottner,41812,1996-11-12,Engineer
265133,Neven,DiGiano,67974,1987-05-18,Senior Staff
265137,Ugo,Panangaden,40000,1987-08-05,Senior Staff
265148,Subhada,Schneeberger,48800,1987-03-28,Senior Engineer
264851,Sadok,Muntz,75311,1985-07-21,Senior Engineer
265157,Narain,Aamodt,48088,1993-12-02,Senior Staff
265161,Hausi,Pfau,40000,1995-06-30,Senior Staff
264855,Slavian,Peres,91271,1996-07-11,Senior Staff
265179,Nobuyoshi,Muhling,62195,1988-08-29,Senior Engineer
264860,Menkae,Munos,79278,1999-11-22,Engineer
264884,Berto,Lambe,61604,1987-08-31,Senior Engineer
265194,Shahar,Menhardt,40000,1994-06-02,Senior Engineer
265201,Lakshmi,Walstra,40000,1989-04-07,Senior Engineer
265203,Debatosh,Sudkamp,63916,1988-06-25,Senior Staff
264890,Serenella,Unno,62125,1993-05-18,Senior Engineer
265223,Danny,Minakawa,40000,1989-11-10,Senior Engineer
264894,Constantino,McAlpine,51566,1999-04-09,Staff
265230,Rafail,Setlzner,40000,1988-07-11,Senior Staff
264898,Michaela,Ranum,40000,1991-06-11,Senior Engineer
265237,Jiafu,Kavraki,40000,1987-04-22,Senior Engineer
265238,Goa,Benzaken,74588,1991-06-30,Senior Engineer
264904,Sachin,Siksek,40000,1990-03-31,Senior Staff
265249,Jacqueline,Levergood,40000,1986-12-14,Senior Engineer
265250,Khaled,Panangaden,40000,1997-12-24,Staff
264907,Menkae,Rajaraman,43757,1997-01-20,Senior Staff
265268,Yoshinari,Lally,72489,1991-09-16,Senior Staff
265332,Xiaoqiang,Szemeredi,40000,1987-10-12,Engineer
265276,Toshiki,Back,44866,1999-04-15,Senior Staff
265279,Alejandra,Nishimukai,40000,1990-04-20,Senior Engineer
265286,Inderjeet,Mahmud,69577,1986-10-09,Senior Staff
265293,Herbert,Hempstead,79470,1990-07-05,Senior Staff
265339,Lijie,Camurati,74979,1992-01-25,Senior Engineer
265342,Tadahiro,Iivonen,40000,1994-04-02,Senior Engineer
265345,Hiroyasu,Conry,40000,1990-08-10,Senior Engineer
265377,Vasilii,Merle,40000,1990-04-11,Senior Staff
265481,Sven,Kolinko,40000,1996-06-22,Technique Leader
265489,Mitchel,Koprowski,42107,1988-10-14,Senior Engineer
265501,Paraskevi,Cromarty,97944,1987-07-19,Senior Staff
265422,Gurbir,Gerlach,49069,1987-08-12,Senior Engineer
265512,Elrique,Gopalakrishnan,43575,1999-05-21,Staff
265523,Koldo,Daescu,58943,1998-06-04,Staff
265527,Olivera,Hiraishi,44057,1987-10-20,Technique Leader
265540,Matt,Reistad,40000,1986-05-24,Senior Staff
265544,Pasqua,Rosiles,87849,1992-10-01,Senior Staff
265550,Fun,Bottner,81632,1996-07-09,Staff
265557,Younwoo,Roccetti,43271,1995-03-23,Senior Engineer
265582,Vitaly,Isard,70037,1995-11-22,Engineer
265423,Bokyung,Rosis,52508,1992-01-31,Senior Engineer
265584,Jayson,Vuskovic,75695,1987-07-16,Senior Staff
265588,Syozo,Gils,40000,1990-03-14,Senior Staff
265595,Tooru,Levergood,56557,1992-12-28,Senior Staff
265429,Hatem,Juneja,40000,1987-02-26,Senior Engineer
265606,Boalin,Zhang,40000,1986-12-23,Senior Engineer
265435,Aleksander,Garnham,97399,1987-12-12,Senior Staff
265456,Xiaoqiang,Reutenauer,40000,1988-11-28,Senior Engineer
265622,Babette,Picel,40000,1995-07-26,Engineer
265626,Alagu,Pagter,67600,1987-11-26,Senior Staff
265462,Mara,Guardalben,49706,1988-07-12,Senior Staff
265635,Djelloul,Marakhovsky,70291,1987-05-24,Senior Staff
265465,Kotesh,Ishibashi,40000,1987-11-09,Senior Staff
265469,Taisook,Brandsma,48579,1985-06-10,Senior Staff
265661,Alenka,Masamoto,55479,1987-12-27,Senior Engineer
265666,Shushma,Henders,40000,1986-01-23,Senior Staff
265674,Xinglin,Sherertz,58973,1988-08-14,Senior Engineer
265675,Sachin,Chiola,40000,1987-03-05,Technique Leader
265762,George,Murrill,51201,1991-01-10,Senior Engineer
265681,Marsal,Atrawala,90646,1996-03-08,Senior Staff
265682,Xiaobin,Irland,56320,1987-05-15,Senior Staff
265687,Shuky,Ranta,40000,1999-08-30,Senior Engineer
265696,Fayez,Jiang,40000,1999-10-31,Senior Staff
265697,Jahangir,Ecklund,40000,1996-01-07,Staff
265720,Yucai,Otillio,64063,1987-01-10,Senior Staff
265789,Tsutomu,Besselaar,61150,1994-09-11,Staff
265733,Adly,Pelc,61238,1986-01-11,Senior Staff
265741,Odoardo,Guenter,43543,1987-07-30,Senior Staff
265742,Rosella,Makrucki,43075,1985-11-28,Senior Staff
265791,Shem,Gien,84542,1988-06-17,Senior Staff
265813,Elliott,Businaro,98944,1985-08-31,Senior Staff
265903,Abdelkader,Angelov,49831,1988-05-27,Senior Staff
265814,Adam,Garrabrants,40000,1991-04-22,Senior Staff
265916,Hausi,Bratsberg,40000,1993-07-29,Engineer
265822,Georgy,Kornatzky,40000,1996-03-30,Senior Engineer
265829,Demos,Menhoudj,56486,1985-05-15,Senior Staff
265936,Fun,Kawashimo,70349,1998-10-13,Senior Staff
265937,Shuji,Chinen,40000,1985-07-19,Senior Engineer
265948,Weiru,Budinsky,71092,1994-05-13,Staff
265830,Adam,Marchegay,40000,1988-07-11,Senior Engineer
265962,Nahid,Pepe,40000,1986-11-03,Senior Engineer
265846,Akemi,Birge,76902,1988-10-11,Senior Staff
265977,Lene,Tischendorf,42443,1994-11-14,Senior Engineer
265979,Guoxiang,Sevcikova,69469,1993-04-18,Senior Staff
